injury_texts,num_categories,injury_categories
"Severe Nerve Damage in Arm and Shoulder, Renal, Cardiac, and Pulmonary Contusions",5,Arm;Shoulder;Kidney;Heart;Lung
"Injury to Head, Neck, and Thumb, Neck and Shoulder Scar Tissue",4,"Neck or Back;Head, Skull;Finger;Shoulder"
Epidural Scarring,1,Face
"Left Distal Tibia and Fibula Fractures, Neck and Shoulder Pain",4,Leg;Joint;Shoulder;Neck or Back
"Minor Cuts, Bruises and Soreness",1,Skin
"Injuries to Head, Back, and Neck, Heart Complications-Survival Action",4,"Neck or Back;Head, Skull;Heart;Survival Action"
"Injury to Right Knee and Back, Injuries to Left Eye, Nose, and Thumb",5,Joint;Neck or Back;Eye;Nose;Finger
Unspecified Injuries from Automobile Accident,1,Automobile Accident
"Taut Paravertebral and Trapezius Muscles, Lost Tips of Fingers, Nose, and Part of Nostrils",4,Spine;Shoulder;Finger;Nose
"Invasion of Privacy and Dignity, Gunshot Injury to Stomach",4,"Invasion of Privacy;Defamation, Libel, Slander;Gunshot;Stomach"
Damage to Inner Ear,1,Ear
"Cervical and Trapezius Muscle Sprain with Worsening of Pre-existing Sprains, Soft Tissue Effacement of Left C-8 Nerve",4,Neck or Back;Shoulder;Soft Tissue;Nerve System
Moderate Spondylosis with Apophyseal Osteoarthropathy in the Cervical Region,2,Spine;Neck or Back
"Cervical and Lumbrosacral Strain, Back Pain Radiating Down Right Leg",3,Neck or Back;Spine;Leg
"Severe Allergic Reaction Causing Vomiting, Insomnia, and a Rash that Itched and Developed into Whelps, Neck, Back, and Hip Pain",6,"Allergy;Vertigo or Nausea;Sleeping Disorder;Common Disease;Neck or Back;Hip, Pelvis"
"Peroneal Palsy/Nerve Damage Sustained During Surgery, Severe Allergic Reaction Causing Vomiting, Insomnia, and a Rash that Itched and Developed into Whelps",6,Leg;Nerve System;Allergy;Vertigo or Nausea;Sleeping Disorder;Common Disease
Injuries to Right Knee and Lower Back,2,Neck or Back;Joint
Superficial Avulsion Injury to the Right Ankle,1,Joint
Closed-Reduction Surgery on Dislocated Elbow,1,Joint
"Moderate Muscular Injury to Neck and Shoulder, Severe Allergic Reaction Causing Vomiting, Insomnia, and a Rash that Itched and Developed into Whelps",6,Shoulder;Neck or Back;Allergy;Vertigo or Nausea;Sleeping Disorder;Common Disease
"Multiple Lacerations on Forehead, Chin, and Lip",3,"Head, Skull;Face;Lip"
Keloid Scar on Right Hand from IV Burn,1,Hand
Shoulder Sprain,1,Shoulder
Bone Fragment in Foot,1,Foot
"Injuries to Shoulder, Clavicle, and Ribs",3,Ribs;Shoulder;Neck or Back
"Burns to Back and Arm, Cervical and Trapezius Muscle Sprain with Worsening of Preexisting Sprains",3,Arm;Neck or Back;Shoulder
"Contusions to the Head and Thigh, Neck, Spine, and Dental Injuries",5,"Head, Skull;Leg;Spine;Neck or Back;Mouth or Teeth"
"Contusions on Right Hand, Right Knee, Right Chest Wall, and Left Jaw, Injury to Thumb, Knees, and Thigh",6,Hand;Joint;Breast or Chest;Jaw;Wrist;Leg
Numbness and Tightness in Arm,1,Arm
Permanent Scars on Face,1,Face
"Arm and Shoulder Injury, Degenerative Changes and Disc Bulging at the L4-L5 and L5-S1 Levels in Back",4,Arm;Shoulder;Spine;Neck or Back
"Partial, Permanent Impairment of Left Knee",1,Joint
Severe Head Trauma with Multiple Skull Fractures,1,Face
Soft Tissue Injury to Lower Back,1,Neck or Back
"Rib Fracture Leading to Pneumonia, Cut Hand and Subsequent Infection",4,Ribs;Lung;Hand;Infection
Right Tricep Strain,1,Arm
Helplessness,1,General Emotional Problems
"Third Degree Burns on Buttocks, Neck, Chest, and Wrist Pain",5,"Burns;Hip, Pelvis;Breast or Chest;Neck or Back;Wrist"
"Cervical Strain With Nerve Root Irritation, Pain in Leg and Buttocks",4,"Neck or Back;Nerve System;Leg;Hip, Pelvis"
Wrongful Death,1,Death
Anxiety Attacks,1,General Emotional Problems
Torn Medial Meniscus of the Left Knee,1,Joint
"Injury to Forehead, Knees, and Clavicle, Back, Hip, and Leg Injuries",6,"Head, Skull;Joint;Clavicle;Neck or Back;Hip, Pelvis;Leg"
Asthma,1,Trachea
"Aggravation of Existing Neck Stiffness and Right Shoulder Pain, Electrical Burns on Left Hand",4,Shoulder;Neck or Back;Hand;Burns
Back and Neck,1,Neck or Back
"Amputation of Right Lower Leg and Large Portion of Left Foot, Neck and Shoulder Stiffness",4,Leg;Foot;Shoulder;Neck or Back
"Injuries to Right Knee and Lower Back, Aggravation of Pre-Existing Knee and Wrist Injury",3,Neck or Back;Joint;Wrist
Sciatic Nerve Injury,1,Nerve System
Loss of Four Teeth,1,Mouth or Teeth
"Back, Hip, and Leg Injuries, Injury to Head and Knees",5,"Neck or Back;Hip, Pelvis;Leg;Joint;Head, Skull"
"Sharp Pain and Stiffness in Neck Resulting from Low-Impact Vehicle Collision, Shoulder, Head, and Neck Pain",4,"Neck or Back;Automobile Accident;Shoulder;Head, Skull"
Head Trauma,1,"Head, Skull"
Contusions of the Knee,1,Joint
Watery Eyes,1,Eye
Irritability,1,General Emotional Problems
"Head, Neck, Sternum, Jaw and Rib Pain, Electrical Burns on Left Hand",6,"Jaw;Head, Skull;Neck or Back;Ribs;Hand;Burns"
Heart Contusion,1,Heart
"Herniated Lumbar Discs at the L3-L4, and L4-L5 Levels",1,Spine
"Chronic and Irremediable Pain in the Lower Back, Hip, Thigh and Leg, Cervical and Trapezius Muscle Sprain with Worsening of Pre-existing Sprains",4,"Neck or Back;Hip, Pelvis;Leg;Shoulder"
Intelligence Decrease,1,Cognitive Problem
Bulging Disks in Cervical Region,1,Spine
Loss of Sense of Smell,1,Nose
Nose,1,Nose
"Limited Mobility in Fingers and Knee, Numbness and Tightness in Arm, Leg, and Fingers",4,Finger;Joint;Arm;Leg
Facial Injuries,1,Face
"Knee, Neck, Back, and Hand Injuries, Injuries to Left Eye, Nose, and Thumb",6,Hand;Joint;Neck or Back;Eye;Nose;Finger
Wrist Pain,1,Wrist
Left Breast or Chest,1,Breast or Chest
"Injuries to Left Arm and Shoulder, Right Knee Slip and Fall Injury",4,Arm;Shoulder;Joint;Falling
Hemopneumothorax,1,Severe Disease
Change of Lifestyle,1,General Emotional Problems
Unspecified Back Injury,1,Neck or Back
"Head and Shoulder Injury, Cervical Strain With Nerve Root Irritation",4,"Shoulder;Head, Skull;Neck or Back;Nerve System"
"Injury to Head and Knees, Survival and Wrongful Death Action",4,"Joint;Head, Skull;Survival Action;Death"
Torn Cervical Ligament,1,Neck or Back
Excision of Multiscar Deformities,1,Skin
Unspecified Knee Injury,1,Joint
Lacerations,1,Unspecified
Fractured Left Pelvic Inferior Pubic Ramus,1,"Hip, Pelvis"
"Cuts and Bruises to Neck, Back, Shoulders, and Arms, Bruised Left Hip and Head",5,"Neck or Back;Shoulder;Arm;Head, Skull;Hip, Pelvis"
Cervical and Lumbrosacral Strain,2,Neck or Back;Spine
"Injuries to Neck and Shoulder in the Form of a Calcified Herniation at the C3-4 Level with Impingement on Spinal Cord, Partial Loss of Smell and Taste",5,Neck or Back;Shoulder;Spine;Nose;Mouth or Teeth
Left Foot Contusion,1,Foot
Fracture-Dislocation of Both Mid-Feet,1,Foot
"Burns and Permanent Skin Discoloration on Hand, Stomach, Legs and Groin, Shoulder, Head, and Neck Pain",7,"Burns;Hand;Leg;Stomach;Shoulder;Head, Skull;Neck or Back"
"Injuries to Left Rib and Left Knee, Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip",5,Joint;Ribs;Arm;Shoulder;Lip
"Left Thigh and Knee Sprain/Contusion, Face and Eye Contusions",4,Joint;Leg;Eye;Face
Major Depression or Adjustment Disorder,1,Depression
"Neck, Shoulder and Lower Back Pain, Head, Neck, Back, Leg, and Knee Injuries",5,"Shoulder;Neck or Back;Head, Skull;Leg;Joint"
Torn Plica in Left Knee,1,Joint
"Back and Left Leg Pain, Burned Right Arm",4,Leg;Neck or Back;Arm;Burns
"Neck, Shoulder, Head, and Back Pain, Soft Tissue Injuries to the Neck, Back, and Shoulder",3,"Neck or Back;Shoulder;Head, Skull"
"Injury to Thumb, Knees, and Thigh, Burns to Back and Arm",5,Joint;Wrist;Leg;Arm;Neck or Back
Compression of Spinal Cord,1,Spine
Emotional Distress Resulting From Age Discrimination,1,Emotional Distress From Age Discrimination
"Loss of Almost All Usage of Right Arm, Hand, and Leg, Unspecified Injury to Chest and Back",5,Arm;Hand;Leg;Neck or Back;Breast or Chest
Ototoxicity,1,Ear
Knee Injury,1,Joint
"Partial Loss of Smell and Taste, Strain/Sprain to Knee and Sternum",4,Nose;Mouth or Teeth;Joint;Sternum
"Increasing Pain, Numbness, and Headaches Due to Neck Injury, Reflex Sympathetic Dystrophy in Arm and Hand",4,"Head, Skull;Neck or Back;Arm;Hand"
Aggravation of Pre-existing Back Injuries,1,Neck or Back
Fractured Thoracic Disc,1,Spine
"Chronic Radiculopathy Syndrome, Cuts and Bruises to Hands, Legs, and Elbow",5,Neck or Back;Nerve System;Joint;Hand;Leg
Aggravation of Pre-Existing Lower Back Condition,1,Neck or Back
"Knee and Shoulder Pain, Injuries to Shoulder, Clavicle, and Ribs",4,Joint;Shoulder;Ribs;Neck or Back
Cognitive Damage,1,Cognitive Problem
Extreme Pain in Neck and Back with No Surgery,1,Neck or Back
"Left Metatarsal Fractures, Left Ninth and Tenth Rib Fractures",2,Foot;Ribs
Joints Injuries,1,Joint
"Wrongful Death and Survival Actions (not distinguished), Pyorrhea (Gum Disease)",4,Survival Action;Death;Mouth or Teeth;Jaw
Compressed or Stretched Nerve in the Hip Area,1,"Hip, Pelvis"
"Third Degree Burns on Buttocks, Temporomandibular Joint Dysfunction and Arthritis",4,"Burns;Hip, Pelvis;Arthritis;Jaw"
"Mental and Physical Pain and Suffering from Dorsal Column Stimulator, Pain in Chest, Shoulder, and Left Arm",5,Spine;General Emotional Problems;Arm;Breast or Chest;Shoulder
Mild Neck Sprain,1,Neck or Back
"Injury to Right Knee and Back, Heart Complications-Survival Action",4,Joint;Neck or Back;Heart;Survival Action
"Fractures of Humerus, Wrist, and Ankle, Neck, Chest, and Wrist Pain",5,Joint;Arm;Wrist;Neck or Back;Breast or Chest
"Neck and Lower Back Injuries, Bilateral Inflamation of Two Joints in Lower Back, Bulging Discs at the L4-5, T5-6, T6-7, and T7-8 Level",3,Back;Neck or Back;Spine
"Head, Neck, Sternum, Jaw and Rib Pain, Permanent Impairment of Fine Motor Skills, Left Hand",6,"Jaw;Head, Skull;Neck or Back;Ribs;Eye;Hand"
Lower Back Pain and Spasm,1,Neck or Back
"Injuries to Ankle, Knee, and Lower Back, Neck and Hand Sprain",3,Joint;Neck or Back;Hand
Post-Traumatic Left Lumbrosacral Myofacial Pain Syndrome,1,Myofascial Pain Syndrome
Rotator Cuff Tear,1,Shoulder
Fractured Patella,1,Joint
"Broken Nose and Cheekbone, Third Degree Burns on Buttocks",4,"Nose;Face;Burns;Hip, Pelvis"
"Neck and Shoulder Injuries, Hand, Elbow, and Knee Injuries",4,Shoulder;Neck or Back;Hand;Joint
Respiratory Burns,1,Lung
Neck Strain,1,Neck or Back
"Neck, Arm, Shoulder, and Leg Pain, Unidentified Lower Back and Shoulder Pain",4,Arm;Neck or Back;Leg;Shoulder
"Windshield Glass Embedded in Forehead and Arm, Multiple Lacerations on Forehead, Chin, and Lip",4,"Arm;Head, Skull;Face;Lip"
Hepatitis C From a Faulty Blood Transfusion,1,Medical Malpractice
Bruises,1,Skin
"Pain in Lower Back and Left Shoulder, Neck, Back, and Finger Sprains",3,Shoulder;Neck or Back;Finger
"Bruised Lung, Kidney, and Liver, Ulnar Nerve Irritation Causing Numbness in Three Fingers",5,Kidney;Lung;Liver;Wrist;Finger
"Partial Loss of Smell and Taste, Neck, Knee, and Back Injuries",4,Nose;Mouth or Teeth;Joint;Neck or Back
"Cut Hand and Subsequent Infection, Cervical and Thoracic Strain",4,Hand;Infection;Neck or Back;Shoulder
Acute Traumatic Lumbar Sprain/Strain,1,Neck or Back
"Increasing Pain, Numbness, and Headaches Due to Neck Injury, Back Pain Radiating Down Right Leg",3,"Head, Skull;Neck or Back;Leg"
"Cuts and Bruises to Hands, Legs, and Elbow, Fusion of Femur Neck to Hip Joint",5,"Joint;Hand;Leg;Neck or Back;Hip, Pelvis"
"Burns and Permanent Skin Discoloration on Hand, Stomach, Legs and Groin",4,Burns;Hand;Leg;Stomach
Severe Head Injuries,1,"Head, Skull"
Loss of Open Nostrils,1,Nose
"Injury to Right Knee and Back, Anterior Contusions of the Knee and Legs",3,Joint;Neck or Back;Leg
"Wrist and Neck Injuries, Amputation of Two Fingers on Right Hand",4,Wrist;Neck or Back;Finger;Hand
"Reflex Sympathetic Dystrophy in Arm and Hand, Cervical and Shoulder Sprain",4,Arm;Hand;Shoulder;Neck or Back
Mildly Bulging Disc,1,Spine
"Bruised Lung, Kidney, and Liver, Injury to Knee and Wrist",5,Kidney;Lung;Liver;Joint;Wrist
"Pain in Left Ear, Shoulder, and Ankle, Moderate Muscular Injury to Neck and Shoulder",4,Joint;Ear;Shoulder;Neck or Back
"Lumbosacral Sprain and Right Shoulder Sprain, Paralysis of Left Arm and Leg",4,Shoulder;Spine;Arm;Leg
"Wrist and Neck Injuries, Leg and Ankle Numbness",4,Wrist;Neck or Back;Joint;Leg
"Limited Mobility in Fingers and Knee, Head, Neck, Back, Leg, and Knee Injuries",5,"Finger;Joint;Neck or Back;Head, Skull;Leg"
"Back Pain Radiating Down Right Leg, Survival and Wrongful Death Action",4,Leg;Neck or Back;Survival Action;Death
"Contusions of Right Knee and Chest Wall, Aggravation of Temporal Mandibular Joint Dysfunction Causing Chronic Migraine Headaches",4,"Joint;Breast or Chest;Jaw;Head, Skull"
"Third Degree Burns on Buttocks, Annular Tear at the L5-S1 level in Back",4,"Burns;Hip, Pelvis;Spine;Neck or Back"
"Wrongful Death and Survival Actions (not distinguished), Hand, Elbow, and Knee Injuries",4,Survival Action;Death;Hand;Joint
"Head and Shoulder Injury, Seat Belt Burns to Neck and Chest",5,"Shoulder;Head, Skull;Burns;Neck or Back;Breast or Chest"
Post-Traumatic Stress Syndrome,1,Post Traumatic Stress Syndrome
Scarring and Hypertrophy of the Breast or Chests,1,Breast or Chest
Post- Traumatic Stress Disorder,1,Post Traumatic Stress Syndrome
"Severe Pain in Neck, Back, and Shoulders, Permanent Disfigurement and Disability",4,Shoulder;Neck or Back;Disability;Skin
Brain Damage Impairing Orientation,1,Brain
Severe Abdominal Contusions,1,Abdomen
"Neck and Shoulder Scar Tissue, Severe Injuries to Head and Face",4,"Shoulder;Neck or Back;Face;Head, Skull"
Vaginal Atrophy,1,Organs of Reproduction
"Flare up of Pain in Neck and Testicles, Psychological Problems including Depression",4,Neck or Back;Organs of Reproduction;General Emotional Problems;Depression
Broken Toes,1,Foot
Diskitis,1,Spine
"Soft Tissue Injury to Thighs, Grade II Whiplash with Motor and Sensory Loss",4,Leg;Soft Tissue;Whiplash;Nerve System
Generalized Anxiety Disorder,1,General Emotional Problems
"Neckand Shoulder Pain, Glass Embedded in Cheek and Eye",4,Shoulder;Neck or Back;Eye;Face
"Left Thigh and Knee Sprain/Contusion, Ulnar Nerve Irritation Causing Numbness in Three Fingers",4,Joint;Leg;Wrist;Finger
Role Reversal,1,Cognitive Problem
Disc Protrusion,1,Spine
General Pain,1,Unspecified
"Dog Bite (Arm), Cervical and Trapezius Muscle Sprain with Worsening of Preexisting Sprains",4,Arm;Single Wound;Neck or Back;Shoulder
Hemorrhaged Right Eyeball,1,Eye
"Flare up of Pain in Neck and Testicles, Soft Tissue Injury to Trapezius Muscle",4,Neck or Back;Organs of Reproduction;Soft Tissue;Shoulder
"Arm and Shoulder Injury, Back, Neck, and Shoulder Injuries",3,Arm;Shoulder;Neck or Back
Closed Head and Back Injury,2,"Neck or Back;Head, Skull"
Soft Tissue Effacement of Left C-8 Nerve,2,Soft Tissue;Nerve System
Lumbar Disc Injury Requiring Surgery,1,Spine
Laceration of Back and Arm,2,Arm;Neck or Back
"Loss of Almost All Usage of Right Arm, Hand, and Leg, Paralysis of Left Arm and Leg",3,Arm;Hand;Leg
"Disfigurement and Infertility, Cervical and Shoulder Sprains",4,Skin;Sexual Dysfunction;Shoulder;Neck or Back
Post-Traumatic Right Superior Trapezius Myofacial Pain Syndrome,1,Myofascial Pain Syndrome
Visual Problems,1,Eye
Broken Forearm,1,Arm
"Neck, Shoulder, Head, and Back Pain, Shallower Lacerations up Back and Left Arm Pit",4,"Neck or Back;Shoulder;Head, Skull;Arm"
"Lacerations of the Eye and Face, Muscle and Ligament Strain",4,Eye;Face;Unspecified Muscle Injuries;Joint
"Bruised Left Hip and Head, Permanent Impairment of Fine Motor Skills, Left Hand",4,"Head, Skull;Hip, Pelvis;Eye;Hand"
Disk Dehydration,1,Spine
Neck Contusions,1,Neck or Back
Compression Fractures of Thoracic Vertebrae,1,Spine
Liver Laceration,1,Liver
Broken Right Finger,1,Finger
Scalp Laceration,1,"Head, Skull"
Fractured Pelvis,1,"Hip, Pelvis"
"Knee, Neck and Back Injuries, Gunshot Wound to the Heel",4,Joint;Neck or Back;Gunshot;Foot
"Neck and Shoulder Injury, Neck and Shoulder Stiffness",2,Shoulder;Neck or Back
"Bruised Lung, Kidney, and Liver, Unspecified Neck and Shoulder Injuries",5,Kidney;Lung;Liver;Shoulder;Neck or Back
Perforated Nasal Septum,1,Nose
Tingling in Neck and Left Shoulder,2,Neck or Back;Shoulder
"Gunshot Injury to Stomach, Injuries to Left Eye, Nose, and Thumb",5,Gunshot;Stomach;Eye;Nose;Finger
Back and Left Leg Pain,2,Leg;Neck or Back
"Unspecified Neck and Shoulder Injuries, Soft Tissue Injury to Neck and Shoulders",3,Shoulder;Neck or Back;Soft Tissue
"Forearm, Neck, and Shoulder Injuries, Injury to Forehead, Knees, and Clavicle",6,"Shoulder;Arm;Neck or Back;Head, Skull;Joint;Clavicle"
Temporal Mandibular Joint (TMJ),1,Jaw
"Joint Injury between Hand and Wrist, Bruised Lung, Kidney, and Liver",5,Hand;Wrist;Kidney;Lung;Liver
Throbbing Headaches,1,"Head, Skull"
Irrigation and Debridement of the Foot,1,Foot
"Closed Head and Back Injury, Gunshot Wound to the Heel",4,"Neck or Back;Head, Skull;Gunshot;Foot"
"Broken Arm and Wrist, Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip",4,Arm;Wrist;Shoulder;Lip
Soft Tissue Injuries of the Neck and Chest,2,Neck or Back;Breast or Chest
Numbness in Left Hand,1,Hand
"Back, Neck, and Hand Injuries, Burns on 42% of Total Body, including Face, Neck, Chest, Abdomen, Back, Arms, and Hand",7,Hand;Neck or Back;Burns;Face;Breast or Chest;Abdomen;Arm
Paralyzed From Chest Down,1,Breast or Chest
Amputation of Right Index and Middle Fingers,1,Finger
Teeth Sensitivity,1,Mouth or Teeth
"Unspecified Neck and Shoulder Injuries, Reflex Sympathetic Dystrophy in Arm and Hand",4,Shoulder;Neck or Back;Arm;Hand
Disabling Knee Injury,1,Joint
"Left Distal Tibia and Fibula Fractures, Degenerative Arthritis of the Thumb",4,Leg;Joint;Arthritis;Hand
Internal Injuries,1,Unspecified
"Pain in Lower Back and Left Shoulder, Cut Hand and Subsequent Infection",4,Shoulder;Neck or Back;Hand;Infection
"Neckand Shoulder Pain, Soft Tissue Injuries of the Neck and Chest",3,Shoulder;Neck or Back;Breast or Chest
Left Subgaleal Hematoma,1,"Head, Skull"
"Burns to Back and Arm, Numbness in Right Arm, Hand and Leg",4,Arm;Neck or Back;Hand;Leg
Injury to Tendons and Ligaments,1,Unspecified Bone Injuries
Emotional and Behavioral Problems,1,General Emotional Problems
"Aggravation of Pre-Existing Knee and Wrist Injury, Paralysis of Left Arm and Leg",4,Joint;Wrist;Arm;Leg
Blow to the Head,1,"Head, Skull"
"Dog Bite (Arm), Injuries to Neck and Shoulder in the Form of a Calcified Herniation at the C3-4 Level with Impingement on Spinal Cord",5,Arm;Single Wound;Neck or Back;Shoulder;Spine
Left Shoulder Pain,1,Shoulder
"Neck, Shoulder and Lower Back Pain, Neck and Shoulder Injuries",2,Shoulder;Neck or Back
Severe Crush Injury to Left Thigh,1,Leg
"Nose, Lip, Temple, and Neck Injuries, Torn Left Medial Meniscus and Mild Degenerative Joint Disease",6,"Nose;Mouth or Teeth;Head, Skull;Neck or Back;Spine;Joint"
Unspecified General Damages,1,Unspecified
"Wrongful Death and Survival Action, Knee and Back Pain",4,Survival Action;Death;Joint;Neck or Back
Symptomatic Left Knee Lumbar Syndrome,1,Joint
Herniated Disc at L4-5 Level,1,Spine
"Cervical and Lower Lumbar Pain, Psychological Problems including Depression",4,Neck or Back;Spine;General Emotional Problems;Depression
Cervical Brachial Syndrome,1,Spine
"Degenerative Changes and Disc Bulging at the L4-L5 and L5-S1 Levels in Back, Burns to Hand and Feet",4,Spine;Neck or Back;Hand;Foot
"Broken Teeth and Exposed Nerves, Loss of Almost All Usage of Right Arm, Hand, Leg",5,Mouth or Teeth;Nerve System;Arm;Hand;Leg
Grade 1 Spondylolisthesis of the L5 and the Sacrum with a Defect or Fracture of the Fusion Mass,1,Spine
Muscular Ligamentous Injury to the Neck,1,Neck or Back
"Grade II Whiplash with Motor and Sensory Loss, Soft Tissue Injuries to the Neck, Back, and Shoulder",4,Whiplash;Nerve System;Neck or Back;Shoulder
